Age,Gender,Marital_Status,Course_Chosen,Application_Mode,Residence_Location,Parental_Education,Parental_Income_Level,Employment_Status,Semester_Enrolled_Units,Semester_Credited_Units,Semester_Evaluated_Units,Semester_Approved_Units,Semester_Average_Grade,Retention,Unemployment_Rate,Inflation_Rate,Regional_GDP,Year,Attendance,Study_Career,Residence_Type,Socioeconomic_Level
0.49107145542185143,0.9572616203974394,0.47000941704877125,1.5149271621540799,0.028747978728803483,-1.1826835001393636,0.7031004782290193,0.4847998481400153,-0.03674980710995602,1.4868544839126352,1.1683556150397059,1.5369138739084673,-0.7673721410974979,-1.0758558975446848,-0.9572616203974396,0.0,0.0,0.0,1.4921569296140549,-0.3218012677513342,-0.47266672546797384,0.9421467239438888,1.2964571968240999
-0.5274471187864335,-1.0446464986079942,-0.4375949744936837,1.5149271621540799,1.2361630853385484,0.04128463963525498,-0.14062009564580394,0.807487764907967,-1.2715433260044826,1.4868544839126352,-0.006214657526806924,-0.7974043353829469,-0.7673721410974979,1.192988021034347,-0.9572616203974396,0.0,0.0,0.0,-0.7284545640635584,-1.0344719274413237,1.325250479330961,0.9421467239438888,-1.2118515448240628
-1.3422619781530614,0.9572616203974394,-0.4375949744936837,0.6433252332435133,-1.1786671278809415,1.2652527794098734,-0.14062009564580394,-0.34865820383646184,-0.03674980710995602,1.4868544839126352,0.7768321908508682,0.7588078041446626,0.7704233225730346,1.0341689467338149,1.044646498607994,0.0,0.0,0.0,1.4921569296140549,-0.8455799670696406,0.42629187693149356,0.9421467239438888,1.2964571968240999
-0.12003968910311949,0.9572616203974394,1.3776138085912262,0.6433252332435133,1.2361630853385484,0.04128463963525498,1.5468210521038426,-0.3322936319386148,-0.03674980710995602,1.4868544839126352,0.3853087666620307,1.5369138739084673,0.0015255907377683799,0.8677870593713525,-0.9572616203974396,0.0,0.0,0.0,0.7519530983881838,1.2039713421093514,0.42629187693149356,0.9421467239438888,0.042302826000018605
-0.12003968910311949,0.9572616203974394,0.47000941704877125,-1.5356795890329027,-1.1786671278809415,1.2652527794098734,-0.9843406695206272,-0.5186101162245075,-1.2715433260044826,0.2406660251122446,0.7768321908508682,1.147860839026565,1.5393210544083007,0.8677870593713525,1.044646498607994,0.0,0.0,0.0,1.4921569296140549,-1.6192179465426317,-0.47266672546797384,0.9421467239438888,0.042302826000018605
-1.1385582633114044,0.9572616203974394,-0.4375949744936837,0.20752426878823013,0.028747978728803483,0.04128463963525498,1.5468210521038426,-1.2726731931744357,-1.2715433260044826,-0.5901262807546824,1.5598790392285433,-0.019298265619142087,0.7704233225730346,0.40645546259361603,-0.9572616203974396,0.0,0.0,0.0,0.011749267162312742,0.03196778101046851,-0.47266672546797384,0.9421467239438888,1.2964571968240999
0.6947751702635084,-1.0446464986079942,0.47000941704877125,1.5149271621540799,0.028747978728803483,0.04128463963525498,-0.9843406695206272,0.07237479915381166,1.1980437117845706,1.0714583309791716,0.7768321908508682,1.147860839026565,1.1548721884906676,0.0434404356209709,-0.9572616203974396,0.0,0.0,0.0,-0.7284545640635584,1.3683219569053642,1.325250479330961,0.9421467239438888,-1.2118515448240628
0.08366402573853748,-1.0446464986079942,-0.4375949744936837,1.0791261976987965,-1.1786671278809415,1.2652527794098734,-0.14062009564580394,-0.3451897974611956,-0.03674980710995602,-0.17473012782121888,-1.1807849300933198,-1.186457370264849,0.7704233225730346,-0.5313333570857174,1.044646498607994,0.0,0.0,0.0,0.011749267162312742,1.061171185390417,-1.3716253278674413,0.9421467239438888,0.042302826000018605
-0.32374340394477646,0.9572616203974394,0.47000941704877125,0.20752426878823013,1.2361630853385484,1.2652527794098734,-0.9843406695206272,-1.4714128784771912,-1.2715433260044826,0.2406660251122446,-1.5723083542821572,0.7588078041446626,0.3859744566554015,0.49720921933677703,-0.9572616203974396,0.0,0.0,0.0,0.011749267162312742,0.5704512555592164,-1.3716253278674413,0.9421467239438888,0.042302826000018605
0.8984788851051654,0.9572616203974394,-0.4375949744936837,-1.0998786245776195,0.028747978728803483,0.04128463963525498,0.7031004782290193,-0.865545346652275,-1.2715433260044826,0.6560621780457081,-0.006214657526806924,-1.5755104051467514,0.3859744566554015,-1.42374529839347,1.044646498607994,0.0,0.0,0.0,-0.7284545640635584,0.17934041708651963,1.325250479330961,-1.0614058029241278,1.2964571968240999
